learning_rate,epochs,reg_l1,reg_l2,threshold,acc,prec,rec,f1,log_loss
0.01,500,0.1,0.0,0.3,0.7637941899740965,0.2774268897748944,0.9564321707341172,0.43006041520047,0.3062485722231062
0.01,500,0.1,0.0,0.4,0.8115482751931349,0.32133909131545185,0.9197394855580805,0.47625566120293517,0.30589894141547186
0.01,500,0.1,0.0,0.5,0.8553496257117752,0.38092214621424325,0.8841912854461021,0.5324218702494791,0.3066257957265282
0.01,500,0.1,0.0,0.6,0.8942898793833374,0.46331398311540894,0.8463458815005105,0.5987888816785208,0.3067326343887139
0.01,500,0.1,0.0,0.7,0.9220125837298735,0.5577059008304317,0.7907140269406844,0.653980590505989,0.305956226855103
0.01,500,0.1,0.001,0.3,0.7652364691383383,0.2786440383452805,0.9564321707341172,0.43153292954437783,0.3047669586288469
0.01,500,0.1,0.001,0.4,0.8113880330469115,0.32107034167422277,0.9191664196555017,0.47588038878372396,0.305776460717642
0.01,500,0.1,0.001,0.5,0.8552428023689705,0.3807617946908641,0.8841896387050028,0.5322927874830482,0.30697086052167477
0.01,500,0.1,0.001,0.6,0.894663796743236,0.464296571964264,0.8469189474030893,0.5997557479395556,0.3058858805539534
0.01,500,0.1,0.001,0.7,0.9217988799881323,0.5568268638413434,0.7895662483944275,0.6529988242696925,0.3053339476782354
0.01,500,0.1,0.01,0.3,0.7641147027946094,0.27761352712599063,0.9558591048315384,0.4302307113661311,0.30562395139203796
0.01,500,0.1,0.01,0.4,0.8115482894571681,0.3212711994151055,0.9191664196555017,0.47610313855093356,0.3058127217427731
0.01,500,0.1,0.01,0.5,0.8557235715997399,0.38144058060845304,0.8830435068998452,0.5327428058143692,0.305761341706229
0.01,500,0.1,0.01,0.6,0.8948240531534924,0.46475558104334497,0.8457711688568323,0.599839343191314,0.3056125151851785
0.01,500,0.1,0.01,0.7,0.9220659740052263,0.5580433164920514,0.7895662483944275,0.6538060307357638,0.30557762345969036
0.01,500,0.1,0.1,0.3,0.7637941899740965,0.2774333228450256,0.9564321707341172,0.4300626664139238,0.3065302516975585
0.01,500,0.1,0.1,0.4,0.8112812239681398,0.32100886193273354,0.9197394855580805,0.47589400216632205,0.3058259912895665
0.01,500,0.1,0.1,0.5,0.8555098963860646,0.38108006502515035,0.8830435068998452,0.5323865970526547,0.3063257973966218
0.01,500,0.1,0.1,0.6,0.8948240531534924,0.46471489199101346,0.8451997496953529,0.5996679162993105,0.30544222564096
0.01,500,0.1,0.1,0.7,0.9216920709093606,0.5562497340524124,0.7907140269406844,0.6530019789615917,0.3067172557271805
0.01,1000,0.0,0.0,0.3,0.7660375942852578,0.279313631244775,0.9558591048315384,0.43226148738476944,0.30532136682329425
0.01,1000,0.0,0.0,0.4,0.8119221497609349,0.3213812576016113,0.9162994434015083,0.4758293700349305,0.30504230030569524
0.01,1000,0.0,0.0,0.5,0.8562576597856971,0.38228945130141234,0.8818973750946876,0.5333464787389851,0.30476378476611976
0.01,1000,0.0,0.0,0.6,0.8939161189278011,0.46233686515146105,0.8469173006619899,0.5980889332620155,0.3048480493229464
0.01,1000,0.0,0.0,0.7,0.9216921707575911,0.5564187669087016,0.7912870928432632,0.6532478811540113,0.30525141873534245
0.01,1000,0.0,0.001,0.3,0.766251269498933,0.27950090744433614,0.9558591048315384,0.43248472882053335,0.3051639460287603
0.01,1000,0.0,0.001,0.4,0.8115482038729702,0.32108167384165565,0.9174455752066659,0.47565193037639847,0.3060226481487824
0.01,1000,0.0,0.001,0.5,0.855990608560702,0.38178956096335837,0.8818973750946876,0.5328633719908794,0.3053219530635808
0.01,1000,0.0,0.001,0.6,0.8934887685004508,0.4611985342879241,0.846344234759411,0.5969943099371423,0.3057566803307442
0.01,1000,0.0,0.001,0.7,0.9215319143473348,0.5557419080419412,0.7907123801995851,0.6525930912823059,0.30516683234234765
0.01,1000,0.0,0.01,0.3,0.7660910416167426,0.2793524466819096,0.9558591048315384,0.4323096048852718,0.3052650992587057
0.01,1000,0.0,0.01,0.4,0.8129371070258922,0.32258668070009494,0.9162994434015083,0.4771589429850521,0.3040812708812897
0.01,1000,0.0,0.01,0.5,0.8561508221788596,0.38202911125064104,0.8813226624510093,0.5329976078347647,0.3048728754592373
0.01,1000,0.0,0.01,0.6,0.89396953773122,0.462538162534665,0.8469173006619899,0.5982511585722078,0.3049716267861333
0.01,1000,0.0,0.01,0.7,0.9213182391336596,0.5544956754127501,0.7924381648717189,0.6523934061259256,0.305571236174234
0.01,1000,0.0,0.1,0.3,0.7659842040099049,0.27925745467408347,0.9558591048315384,0.4321976201532499,0.30486280795018494
0.01,1000,0.0,0.1,0.4,0.8098922494950532,0.31953381168744305,0.92031090471956,0.4743237441181486,0.30888807338791724
0.01,1000,0.0,0.1,0.5,0.8558303521504456,0.38150391570407355,0.8818973750946876,0.5325969187125379,0.30528316272130873
0.01,1000,0.0,0.1,0.6,0.8943434550911187,0.4635710260545796,0.8469173006619899,0.5991092833469108,0.30475863005453274
0.01,1000,0.0,0.1,0.7,0.9211579684593703,0.5543496274989207,0.7930062905509996,0.6522923794989159,0.3074131168094524
0.01,1000,0.001,0.0,0.3,0.7661443890999966,0.27942107221291124,0.9558591048315384,0.43238610875371936,0.30509242601283804
0.01,1000,0.001,0.0,0.4,0.8121892295139957,0.3216934836035403,0.9162994434015085,0.47617402593329017,0.30488877963380584
0.01,1000,0.001,0.0,0.5,0.8561508649709584,0.38209959151038053,0.8818973750946876,0.5331737766177984,0.30500636592718244
0.01,1000,0.001,0.0,0.6,0.8935421873038696,0.4614010832203491,0.8469173006619899,0.5972959348119942,0.30582522978573096
0.01,1000,0.001,0.0,0.7,0.92174558956101,0.556648975555728,0.7907123801995851,0.6532103453094708,0.3047575988138823
0.01,1000,0.001,0.001,0.3,0.7657705002681638,0.27913572700158007,0.9558591048315384,0.4320290568660622,0.305153241183551
0.01,1000,0.001,0.001,0.4,0.812189229513996,0.32170639385123245,0.9162994434015083,0.4761818974584046,0.3049071275104857
0.01,1000,0.001,0.001,0.5,0.855776904818961,0.38144694537782536,0.8818973750946876,0.5325269601687583,0.30542568154178834
0.01,1000,0.001,0.001,0.6,0.8939161189278012,0.4623551723436977,0.8474920133056681,0.59825188362077,0.30510468575744965
0.01,1000,0.001,0.001,0.7,0.9216387376901395,0.5560692406840326,0.7912870928432632,0.6530374064908391,0.3052140133144986
0.01,1000,0.001,0.01,0.3,0.7661978506955143,0.2794498506838535,0.9558591048315384,0.43242482243044167,0.30473319069214383
0.01,1000,0.001,0.01,0.4,0.811922135496902,0.321393511439906,0.9162994434015085,0.4758393759774073,0.30519756095515466
0.01,1000,0.001,0.01,0.5,0.8559371754932503,0.3816563011818586,0.8813226624510093,0.5326392144500829,0.30506065290090656
0.01,1000,0.001,0.01,0.6,0.8932750932867755,0.46071622925817735,0.8474903665645688,0.596844677172663,0.3067364098667113
0.01,1000,0.001,0.01,0.7,0.921531900083302,0.5557608461761019,0.7912854461021638,0.6527857455372517,0.30499221428769496
0.01,1000,0.001,0.1,0.3,0.7661978649595471,0.2794551221384921,0.9558591048315384,0.43243000483451677,0.30482975137804885
0.01,1000,0.001,0.1,0.4,0.8114947993335845,0.32108714201076327,0.9180186411092448,0.47574724601079976,0.30598612379342466
0.01,1000,0.001,0.1,0.5,0.8559371754932503,0.38171199468265593,0.8818973750946876,0.532797028440813,0.3055737234720005
0.01,1000,0.001,0.1,0.6,0.89396953773122,0.4625642137563134,0.8474920133056681,0.5984185408436451,0.3055971178221599
0.01,1000,0.001,0.1,0.7,0.9214784670158501,0.5557153301502129,0.7924315779073214,0.653032709967041,0.3069821390570051
0.01,1000,0.01,0.0,0.3,0.7661444318920954,0.27940555354578894,0.9558591048315384,0.43237182139968483,0.30476621132193243
0.01,1000,0.01,0.0,0.4,0.8103729901977565,0.31984366056381425,0.9191647729144024,0.474502622406847,0.30791013488482555
0.01,1000,0.01,0.0,0.5,0.8565247538027911,0.3827134778283924,0.8813226624510093,0.533664026675643,0.3045909598294568
0.01,1000,0.01,0.0,0.6,0.8937558767815779,0.46189175917649133,0.8469189474030893,0.5977201287889385,0.305235282498458
0.01,1000,0.01,0.0,0.7,0.92174558956101,0.5566315839341465,0.7907156736817837,0.6532188393515624,0.30465870889467056
0.01,1000,0.01,0.001,0.3,0.7662513265550649,0.2794907628830715,0.9558591048315384,0.432475711920718,0.3049440141504244
0.01,1000,0.01,0.001,0.4,0.8120290016318055,0.32156426542879873,0.9168725093040871,0.47611471783371834,0.30523128626264073
0.01,1000,0.01,0.001,0.5,0.8556700814761562,0.3812047261758283,0.8813226624510093,0.5321977777125732,0.3052446398128128
0.01,1000,0.01,0.001,0.6,0.89396953773122,0.46243085518453214,0.8469189474030893,0.5981803217156136,0.3048805441697908
0.01,1000,0.01,0.001,0.7,0.921531900083302,0.5557945673606234,0.790712380199585,0.6526149663754093,0.30520600147387206
0.01,1000,0.01,0.01,0.3,0.7656636626613261,0.2789932148378768,0.9558591048315384,0.4318741728089123,0.30582301160872444
0.01,1000,0.01,0.01,0.4,0.8125097423345087,0.3220696305642371,0.9162994434015083,0.47658577093827253,0.3044219524637066
0.01,1000,0.01,0.01,0.5,0.8562042695103443,0.38219340728839246,0.8818973750946876,0.5332630029518641,0.30509417363222824
0.01,1000,0.01,0.01,0.6,0.8936489963826413,0.46158363768967003,0.8469173006619899,0.5974557996799887,0.3053380814651745
0.01,1000,0.01,0.01,0.7,0.9215853188867207,0.5558923034923537,0.7918618054869413,0.6530969980323582,0.30505138081188327
0.01,1000,0.01,0.1,0.3,0.7664649732406741,0.27967959797741004,0.9558591048315384,0.4327010501223342,0.30427599990951226
0.01,1000,0.01,0.1,0.4,0.8114413805301656,0.32094286712960735,0.9174455752066659,0.47550322410719686,0.30543691308424403
0.01,1000,0.01,0.1,0.5,0.8564179019319207,0.3825229090312038,0.8813226624510093,0.5334771845452354,0.3047854344866202
0.01,1000,0.01,0.1,0.6,0.894236631748314,0.46326603700250696,0.8474920133056681,0.5990028112552725,0.3046896818562618
0.01,1000,0.01,0.1,0.7,0.9215319000833018,0.555977541622877,0.7912854461021639,0.6528902805067712,0.30563262928517465
0.01,1000,0.1,0.0,0.3,0.7645953008569831,0.2781129335665543,0.9558591048315384,0.4308005774511951,0.3065019810013574
0.01,1000,0.1,0.0,0.4,0.8114947993335843,0.321033942420381,0.9174455752066659,0.47560087635404036,0.30572847542283077
0.01,1000,0.1,0.0,0.5,0.8561508364428926,0.3820365739152279,0.8813226624510093,0.5330068208830016,0.30497057209903333
0.01,1000,0.1,0.0,0.6,0.8938627001243823,0.4621583620892191,0.846344234759411,0.5977950588346774,0.3050341836663062
0.01,1000,0.1,0.0,0.7,0.9219592505106524,0.5576137230045441,0.7912854461021638,0.6540355276475045,0.3048668852952667
0.01,1000,0.1,0.001,0.3,0.7663581071057707,0.27960887803273893,0.9558591048315384,0.4326084755248079,0.30460673175362707
0.01,1000,0.1,0.001,0.4,0.8126700272728311,0.32225189524884507,0.9162994434015083,0.47678998820966745,0.30447967344002375
0.01,1000,0.1,0.001,0.5,0.8559905657686031,0.3817348494111925,0.8813226624510093,0.5327166277387314,0.30494780034331814
0.01,1000,0.1,0.001,0.6,0.89396953773122,0.4624666434750327,0.8469173006619899,0.5981990601312199,0.30494003353827165
0.01,1000,0.1,0.001,0.7,0.9211045496559516,0.5534379886002754,0.7935842966768766,0.6520626401113369,0.3064574293676839
0.01,1000,0.1,0.01,0.3,0.7665717823194458,0.27969661171839083,0.9552860389289597,0.4326599472272184,0.30420023663656315
0.01,1000,0.1,0.01,0.4,0.812135810710577,0.3217021298558663,0.9168725093040871,0.4762575283986933,0.304663341496746
0.01,1000,0.1,0.01,0.5,0.8556700529480903,0.3812469242888542,0.8818973750946876,0.5323347919208663,0.30524604656972354
0.01,1000,0.1,0.01,0.6,0.8936489963826413,0.4615942781594232,0.8480667259493462,0.5977726789801794,0.3058000039940484
0.01,1000,0.1,0.01,0.7,0.9217990083644289,0.5568888899921849,0.7907140269406844,0.6533812572915503,0.3048803981537305
0.01,1000,0.1,0.1,0.3,0.7656636911893921,0.27905753815427803,0.9564321707341172,0.43201576866495406,0.3054286920923517
0.01,1000,0.1,0.1,0.4,0.8117618933506785,0.3213869270430466,0.9180186411092448,0.47607064683050504,0.305517576887535
0.01,1000,0.1,0.1,0.5,0.8559371469651843,0.38169939883339943,0.8818973750946876,0.5327834284132086,0.30508657579004683
0.01,1000,0.1,0.1,0.6,0.8942900505517327,0.46342771663136284,0.846344234759411,0.5988359275688607,0.3045024054272846
0.01,1000,0.1,0.1,0.7,0.9215853046226877,0.555709941628728,0.7918618054869414,0.6530158716470836,0.3053197752885618
0.1,100,0.0,0.0,0.3,0.7476080215215729,0.26842015569881683,0.9604436320521689,0.4185701633497009,0.33634479768377046
0.1,100,0.0,0.0,0.4,0.8116550272157749,0.32111643114794913,0.9168708625629879,0.47562174257043777,0.3053129159206668
0.1,100,0.0,0.0,0.5,0.8576999674780048,0.3848094555005861,0.8801765306458519,0.5354129381775051,0.3026013169453468
0.1,100,0.0,0.0,0.6,0.8953047938561957,0.46594983054884737,0.8451997496953529,0.6006968170934024,0.3022050898197858
0.1,100,0.0,0.0,0.7,0.9220130687069938,0.5602887181846745,0.7838421763330369,0.6521194949775895,0.3043595967814701
0.1,100,0.0,0.001,0.3,0.7698297730307077,0.28249849633752333,0.9524207094160657,0.4356301900503148,0.299006669690252
0.1,100,0.0,0.001,0.4,0.8060995144523181,0.315291844896461,0.921458683265817,0.46967537873403475,0.31504646431576966
0.1,100,0.0,0.001,0.5,0.8578068193488754,0.3851077244601015,0.8801748839047525,0.5357136037662028,0.3035661900414063
0.1,100,0.0,0.001,0.6,0.8939161759839331,0.46297345692979947,0.8469156539208905,0.5984946962524698,0.30593845017443594
0.1,100,0.0,0.001,0.7,0.9212114871110199,0.5545745834292635,0.7867075058459309,0.6503640342417498,0.3056062448947863
0.1,100,0.0,0.01,0.3,0.7631005585795305,0.27685169633645035,0.957005236636696,0.42943566538504657,0.30941464675714475
0.1,100,0.0,0.01,0.4,0.8097320358768958,0.3198553446842992,0.9243240127787109,0.4752110833929305,0.31028393413758015
0.1,100,0.0,0.01,0.5,0.8528388991589926,0.3766773906801533,0.8830468003820441,0.5278851999877734,0.30862736651436284
0.1,100,0.0,0.01,0.6,0.8953584694122079,0.46656078916989996,0.843478905246517,0.6005963541982405,0.300804291912397
0.1,100,0.0,0.01,0.7,0.9234551909668731,0.5652897127641592,0.781546619240523,0.6555972293138135,0.3004066442623033
0.1,100,0.0,0.1,0.3,0.7696700586537035,0.28241862863683775,0.9552860389289597,0.43590644098338077,0.30010272393729226
0.1,100,0.0,0.1,0.4,0.8150734455056885,0.3255485617163251,0.9174439284655665,0.48046529740251626,0.30069902569892254
0.1,100,0.0,0.1,0.5,0.8469627594627595,0.36717189746230333,0.886481902315318,0.5191050181410033,0.3176187870371317
0.1,100,0.0,0.1,0.6,0.892100150628188,0.45805722911984,0.8469156539208905,0.5943488981995614,0.30872603028753787
0.1,100,0.0,0.1,0.7,0.9203567434642201,0.551590547415913,0.7918552185225438,0.6498787251644622,0.30864990635241185
0.1,100,0.001,0.0,0.3,0.7699370813506328,0.28256095142965926,0.9547129730263808,0.4360343159817755,0.2998259543221651
0.1,100,0.001,0.0,0.4,0.8149134315839923,0.3251220021284863,0.9162977966604091,0.47991707702245295,0.301318081462769
0.1,100,0.001,0.0,0.5,0.8577535289217533,0.3848697306559368,0.8801765306458519,0.5354352503918804,0.30218616722188596
0.1,100,0.001,0.0,0.6,0.8923667026120297,0.45813719750794124,0.8469238876263873,0.5945230813122288,0.30644023066892095
0.1,100,0.001,0.0,0.7,0.9132520283454862,0.5298932251820614,0.7958666798405954,0.6337081205325948,0.3251917423129785
0.1,100,0.001,0.001,0.3,0.7685480070293155,0.28128480747399076,0.9529937753186444,0.4342860325309867,0.3019351680363819
0.1,100,0.001,0.001,0.4,0.8155012523820935,0.3255285613474693,0.9145769522115733,0.48014560276500473,0.3005260609448725
0.1,100,0.001,0.001,0.5,0.8595158074013213,0.3885365733748526,0.880173237163653,0.5389883882387028,0.30082918558657534
0.1,100,0.001,0.001,0.6,0.8904971586046353,0.4549904817668045,0.8520765405262984,0.5924485835844193,0.3131903847533859
0.1,100,0.001,0.001,0.7,0.921531942875401,0.5586044389955891,0.7797862530053026,0.6497086530941755,0.30330005380314856
0.1,100,0.001,0.01,0.3,0.7700439046934375,0.2829692663654841,0.9547096795441821,0.4364255096816539,0.3011737404315355
0.1,100,0.001,0.01,0.4,0.8100522206246505,0.31964947399973853,0.9180169943681454,0.47396995843988743,0.3093517510288045
0.1,100,0.001,0.01,0.5,0.8621334856732054,0.3924844740560561,0.8767364884892797,0.5422068390777508,0.29629847544734245
0.1,100,0.001,0.01,0.6,0.8950380849679915,0.4662058107526256,0.842904192602839,0.6000755013358472,0.3028654714904192
0.1,100,0.001,0.01,0.7,0.925110546255406,0.5736467019737873,0.7815334453117281,0.6609696295864721,0.2994498232463311
0.1,100,0.001,0.1,0.3,0.7632062407996987,0.2767529255453892,0.954139907123802,0.4289663070142188,0.30808092508424123
0.1,100,0.001,0.1,0.4,0.8104265801695709,0.3197407268623128,0.9180186411092446,0.47426698223059766,0.3078651313911034
0.1,100,0.001,0.1,0.5,0.8568987424828547,0.3834980807676046,0.8813210157099102,0.5343927675208933,0.30446223993343435
0.1,100,0.001,0.1,0.6,0.8934885117478576,0.4612322695389503,0.8486397918519251,0.5976176806060377,0.3069500349104354
0.1,100,0.001,0.1,0.7,0.9160299202355278,0.5392529724976618,0.7918305174060535,0.6387943558566299,0.3188188534921155
0.1,100,0.01,0.0,0.3,0.7662514406673285,0.2797877028245218,0.9564321707341172,0.432841822263737,0.3053958487154846
0.1,100,0.01,0.0,0.4,0.8085036458868234,0.31889976873374837,0.9243223660376116,0.4740163865722383,0.314444147517607
0.1,100,0.01,0.0,0.5,0.859730038912282,0.38850082427808547,0.8767364884892798,0.5381803049082727,0.29933357650908826
0.1,100,0.01,0.0,0.6,0.8980825716339733,0.47415384357393914,0.8434772585054177,0.6068931157195987,0.2981968868340753
0.1,100,0.01,0.0,0.7,0.9220128404824667,0.5588836677997712,0.7878388169811942,0.6534248016543082,0.30338324456521865
0.1,100,0.01,0.001,0.3,0.7670530079992697,0.28043051382779566,0.957005236636696,0.43370197295825463,0.3038587583063647
0.1,100,0.01,0.001,0.4,0.8140582742802369,0.32446355068701815,0.9157247307578302,0.4789760744194287,0.3026426213525231
0.1,100,0.01,0.001,0.5,0.8576466057307179,0.3847780771880481,0.8807512432895299,0.5354876644960519,0.30275519437144593
0.1,100,0.01,0.001,0.6,0.8964800217954425,0.469379096778202,0.8411849948951027,0.602465528549128,0.30004211383128243
0.1,100,0.01,0.001,0.7,0.9230273555624023,0.5634474944936733,0.7775285709580739,0.6532877697100573,0.29846474236811493
0.1,100,0.01,0.01,0.3,0.7631529789006424,0.27713906053468473,0.9575783025392747,0.42980360501885845,0.310832106417828
0.1,100,0.01,0.01,0.4,0.8148067794095832,0.3249134967683146,0.9157247307578302,0.47961147124180786,0.3007631225570113
0.1,100,0.01,0.01,0.5,0.8596763633562698,0.3883609358146644,0.8784523927148173,0.5385099691304344,0.29987914380110603
0.1,100,0.01,0.01,0.6,0.8970676999532141,0.47133342019608876,0.843473965023219,0.6045129077141616,0.2987070844641056
0.1,100,0.01,0.01,0.7,0.920890960026474,0.5525949848513145,0.7941573625794554,0.6516007003102755,0.3074671072706937
0.1,100,0.01,0.1,0.3,0.7614441620165918,0.275630683837632,0.957005236636696,0.42787299459319766,0.3107091152632809
0.1,100,0.01,0.1,0.4,0.8129370499697602,0.3227525766008362,0.9174439284655665,0.47748775229132734,0.3045399363325741
0.1,100,0.01,0.1,0.5,0.8548688136889071,0.3798346427944114,0.8818957283535882,0.5309334900793445,0.3067861554301043
0.1,100,0.01,0.1,0.6,0.8912986403523787,0.45520546277144,0.8480667259493462,0.5924012583591143,0.30952501327878357
0.1,100,0.01,0.1,0.7,0.9210511593805986,0.5533502348144655,0.7901459012614037,0.6508415220593792,0.3050351591762045
0.1,100,0.1,0.0,0.3,0.7695636061757557,0.28236280892805476,0.9552843921878603,0.4358419459935689,0.3013842282425717
0.1,100,0.1,0.0,0.4,0.8075952124199788,0.31716533121809143,0.919736192075882,0.4713937242413012,0.31294020520535026
0.1,100,0.1,0.0,0.5,0.8511832443257676,0.37648303734610905,0.8819105490234824,0.5265414604841345,0.3121050752207998
0.1,100,0.1,0.0,0.6,0.8955719734574874,0.46667898336096136,0.8446250370516747,0.6010764986663686,0.3012377296066923
0.1,100,0.1,0.0,0.7,0.920730532447822,0.5522477947645523,0.7918634522280407,0.6506474826463489,0.3066066828021002
0.1,100,0.1,0.001,0.3,0.7578646314744446,0.27337519515949804,0.9575783025392749,0.4250306464659139,0.315348489358382
0.1,100,0.1,0.001,0.4,0.8140054973583011,0.32409533027006043,0.9168708625629879,0.4788675325323381,0.30153392173059973
0.1,100,0.1,0.001,0.5,0.8585547253888375,0.3863509484083706,0.8790271053584956,0.5367509525389584,0.30240729030560065
0.1,100,0.1,0.001,0.6,0.894450335490055,0.4642713543018589,0.845769522115733,0.5992672047096752,0.30312630049340855
0.1,100,0.1,0.001,0.7,0.9220659882692595,0.5578722687487014,0.7878536376510885,0.6531024844047817,0.30303896392586005
0.1,100,0.1,0.01,0.3,0.769990999395205,0.2826946969510512,0.9552843921878603,0.43627365152247605,0.3005902269979278
0.1,100,0.1,0.01,0.4,0.813471651660904,0.3235325158516272,0.9180202878503442,0.4783781284809101,0.30387078552134283
0.1,100,0.1,0.01,0.5,0.8542279021601452,0.37872496989128807,0.8818957283535882,0.5298765733224857,0.3079429524866388
0.1,100,0.1,0.01,0.6,0.8969075719192542,0.47139695017114497,0.8400372163488455,0.6035987938838798,0.29905309679216474
0.1,100,0.1,0.01,0.7,0.9231341503771411,0.5635521668794077,0.7798241280505879,0.6541034280120612,0.29891191990769783
0.1,100,0.1,0.1,0.3,0.7688685341138612,0.28176989139974973,0.954139907123802,0.434976245452813,0.301025667092112
0.1,100,0.1,0.1,0.4,0.8122958103682402,0.32211143219863514,0.9180186411092448,0.4768345980158176,0.3051776962076489
0.1,100,0.1,0.1,0.5,0.8563109787408851,0.38227157138001555,0.8807528900306293,0.5330709816590365,0.3039969055665829
0.1,100,0.1,0.1,0.6,0.8927409480446864,0.46024041296859136,0.846344234759411,0.5959463240148455,0.3074557944369153
0.1,100,0.1,0.1,0.7,0.9102071993427134,0.521371094160745,0.7981704706386061,0.6277165044080684,0.32987063841636577
0.1,200,0.0,0.0,0.3,0.7684417114557303,0.28133482133154003,0.9558591048315384,0.43470295194298714,0.3027119980182625
0.1,200,0.0,0.0,0.4,0.8128303692672851,0.322389627813222,0.9151533115963509,0.47672155922566795,0.3054364704594005
0.1,200,0.0,0.0,0.5,0.8569522468704711,0.38367049719922053,0.8818973750946876,0.5346345371247648,0.30336709611154833
0.1,200,0.0,0.0,0.6,0.8950380707039585,0.46546955692321157,0.8417597075387807,0.5993196312853957,0.3012257968916205
0.1,200,0.0,0.0,0.7,0.9198762024579782,0.5491709891539183,0.789582715805421,0.647328076626824,0.30786477541566704
0.1,200,0.0,0.001,0.3,0.7643817825476704,0.2777322224092975,0.9547129730263808,0.43025060793185543,0.30799751602203684
0.1,200,0.0,0.001,0.4,0.7941870642337931,0.3069889808153366,0.9209020847742317,0.4588966034696632,0.3377233719971546
0.1,200,0.0,0.001,0.5,0.8604246973172206,0.3896963191433992,0.8767364884892798,0.5393248210362265,0.298250440592886
0.1,200,0.0,0.001,0.6,0.8927942527358415,0.4595017117429241,0.8474920133056681,0.5958627195498778,0.3064990807052519
0.1,200,0.0,0.001,0.7,0.9231880398936475,0.5647501748539152,0.7815301518295295,0.6549942206732221,0.2998645525724985
0.1,200,0.0,0.01,0.3,0.770951724806865,0.28324409317861476,0.9518459967723875,0.4365136128125666,0.29922968262732114
0.1,200,0.0,0.01,0.4,0.8167833749843096,0.3271395437600632,0.9151516648552513,0.4819544745494239,0.299019652860774
0.1,200,0.0,0.01,0.5,0.8555101816667235,0.3811009770801577,0.8818957283535882,0.5321743136403099,0.30593428057509925
0.1,200,0.0,0.01,0.6,0.8946107345406411,0.46434510674266605,0.8440519711490959,0.5989441642441927,0.3019438407991376
0.1,200,0.0,0.01,0.7,0.9232411163602752,0.5638663695347997,0.7826878108223825,0.6553705031479294,0.3000184498728615
0.1,200,0.0,0.1,0.3,0.7671058419773373,0.2801801019906801,0.9547129730263808,0.43316684283369494,0.30432884055688475
0.1,200,0.0,0.1,0.4,0.8091442436068604,0.3186543438992329,0.9191713598787998,0.4730525770067131,0.31070650536115857
0.1,200,0.0,0.1,0.5,0.856951961589812,0.38359499231551053,0.8813226624510093,0.5344918974197245,0.30436720859589333
0.1,200,0.0,0.1,0.6,0.8911382840938916,0.4556515295823842,0.8509304087211408,0.5933750944417906,0.31008790629949
0.1,200,0.0,0.1,0.7,0.9165639085732543,0.5387632291501203,0.8050406745051543,0.6438040291553423,0.32202246324290035
0.1,200,0.001,0.0,0.3,0.7697768106763434,0.2826226888474144,0.9547129730263808,0.4360714383599394,0.30109148089313237
0.1,200,0.001,0.0,0.4,0.8181187309575162,0.3286992481430284,0.9128594012449363,0.48333697741100634,0.29639736614421597
0.1,200,0.001,0.0,0.5,0.855883614049502,0.38167255538036154,0.8813259559332082,0.5326023175691852,0.3054757680039578
0.1,200,0.001,0.0,0.6,0.8934886401241542,0.4615699549184543,0.8446200968283766,0.5967678985791173,0.3050055232681009
0.1,200,0.001,0.0,0.7,0.9209446355824861,0.5552187228294984,0.7866910384349373,0.6502612880732861,0.3041754205817653
0.1,200,0.001,0.001,0.3,0.7720736480549565,0.2846694338948897,0.954139907123802,0.4383916648234658,0.29745252738381656
0.1,200,0.001,0.001,0.4,0.8156616799607453,0.3263545559573617,0.9180169943681455,0.48144723010552887,0.3025192985417332
0.1,200,0.001,0.001,0.5,0.8570586993484189,0.38376179438646973,0.8813243091921088,0.5345616971293439,0.3030840261377865
0.1,200,0.001,0.001,0.6,0.8924202212636793,0.45818231552812777,0.845774462339031,0.5943013742732509,0.30505405636218547
0.1,200,0.001,0.001,0.7,0.9196089943286203,0.548443530692644,0.7958666798405953,0.6488769930881684,0.3117411121356429
0.1,200,0.001,0.01,0.3,0.7675869678089304,0.28045962077075715,0.9547113262852814,0.43354805214075187,0.3031234204903829
0.1,200,0.001,0.01,0.4,0.8144328192575856,0.32449410317336447,0.9162977966604089,0.47923681504474597,0.3028295336363454
0.1,200,0.001,0.01,0.5,0.8560440844202526,0.38202674864883995,0.8824720877383656,0.5330965377124948,0.304883484103102
0.1,200,0.001,0.01,0.6,0.8966933546723267,0.46977110978692804,0.8434838454698153,0.6033764176806662,0.2982079397479248
0.1,200,0.001,0.01,0.7,0.9247902188673217,0.5707989494370045,0.7769620920198926,0.6579290154485345,0.29549409851741826
0.1,200,0.001,0.1,0.3,0.763419916013374,0.27708520953085125,0.9552860389289595,0.4294996769940572,0.3087721064500809
0.1,200,0.001,0.1,0.4,0.8079155683361291,0.31794847081061645,0.9226031683298752,0.47272624299843946,0.3145492398962997
0.1,200,0.001,0.1,0.5,0.8571121324158707,0.3841311557531341,0.8813259559332082,0.5349166468885718,0.30335040607166486
0.1,200,0.001,0.1,0.6,0.8942367458605777,0.4638801738869973,0.8446184500872773,0.5985627510498931,0.3049368252322985
0.1,200,0.001,0.1,0.7,0.9220124838816428,0.5587020584977752,0.7884151763659718,0.6536050470296499,0.30525136598747105
0.1,200,0.01,0.0,0.3,0.7648625232503736,0.2782794740557989,0.9552860389289595,0.4309612225676404,0.30758400042191164
